ふりがな,エピソード,名前,アイドルタイプ,ドミナントアイドルタイプ,マイスタイル,レア度,特技レベル,レベル,親愛度,ボーカル,ダンス,ビジュアル,ライフ,ボイス,ソロ,入手枠,登録日,センター効果,センター効果説明,特技,特技説明
まきはらしほ,［召しませ♪ぱーふぇくと］槙原志保＋,槙原志保,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,3852,7179,4649,44,FALSE,FALSE,恒常,'2020年4月21日',パッションステップ,パッションアイドルのダンスアピール値90%アップ,ロングアクト,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、ロングアイコンなら40%アップ
ささきちえ,［小さなマシェリ］佐々木千枝＋,佐々木千枝,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4610,3733,7366,44,TRUE,TRUE,ブラン限定,'2023年5月30日',レゾナンス・メイク,5種類の特技編成時、ビジュアル以外のアピール値を100%ダウンし、全ての特技効果が重複時に加算,ビジュアルモチーフ,7秒毎、高確率でわずかな間、ユニットのビジュアルアピール値が多いほどPERFECTのスコアアップ
くさかべわかば,［小さな私の大きな世界］日下部若葉＋,日下部若葉,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,4652,3860,7168,44,FALSE,FALSE,恒常,'2020年5月14日',キュートメイク,キュートアイドルのビジュアルアピール値90%アップ,フリックアクト,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、フリックアイコンなら40%アップ
ふるさわよりこ,［少女の微笑］古澤頼子＋,古澤頼子,クール,非該当,FALSE,ＳＳレア＋,10,90,600,3839,4654,7181,44,FALSE,FALSE,恒常,'2020年6月11日',クールメイク,クールアイドルのビジュアルアピール値90%アップ,フリックアクト,11秒毎、高確率でかなりの間、PERFECTのスコア10%アップ、フリックアイコンなら40%アップ
きゃしーぐらはむ,［笑いの中心］キャシー・グラハム＋,キャシー・グラハム,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,3842,7176,4658,44,FALSE,FALSE,恒常,'2019年10月18日',パッションステップ,パッションアイドルのダンスアピール値90%アップ,チューニング,11秒毎、高確率でしばらくの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする
うえだすずほ,［笑うたい樹］上田鈴帆＋,上田鈴帆,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,4707,4966,6248,44,TRUE,TRUE,恒常,'2018年6月18日',パッションブリリアンス,パッションアイドルの全アピール値40%アップ,オールラウンド,9秒毎、中確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復
たかもりあいこ,［笑顔のレセプション］高森藍子＋,高森藍子,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,4663,3846,7171,44,TRUE,TRUE,限定,'2018年9月3日',パッションプリンセス,パッションアイドルのみ編成時、全員の全アピール値50%アップ,パッションフォーカス,パッションアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ
やなぎきよら,［笑顔の処方箋］柳清良＋,柳清良,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,3866,4669,7152,44,FALSE,FALSE,恒常,'2020年5月18日',キュートメイク,キュートアイドルのビジュアルアピール値90%アップ,オールラウンド,13秒毎、中確率でかなりの間、COMBOボーナス13%アップ、PERFECTでライフ1回復
なるみやゆめ,［色とりどりのゆめ］成宮由愛＋,成宮由愛,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4675,7145,3867,44,FALSE,FALSE,恒常,'2019年2月18日',クールステップ,クールアイドルのダンスアピール値90%アップ,オールラウンド,8秒毎、高確率でわずかな間、COMBOボーナス13%アップ、PERFECTでライフ1回復
さくままゆ,［心ふれあえば］佐久間まゆ＋,佐久間まゆ,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,58,7902,7711,44,TRUE,TRUE,限定,'2021年9月5日',キュートデュエット（ステップ＆メイク）,キュートアイドルのみ編成時、キュート楽曲で全員のダンス＆ビジュアルアピール値100%アップ,ミューチャル,13秒毎、高確率でかなりの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用
うじいえむつみ,［心躍るアドベンチャー］氏家むつみ＋,氏家むつみ,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4694,7106,3897,44,FALSE,FALSE,恒常,'2018年1月24日',クールステップ,クールアイドルのダンスアピール値90%アップ,オールラウンド,9秒毎、中確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復
むらかみともえ,［心躍る新春］村上巴＋,村上巴,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,5283,5296,5277,88,TRUE,TRUE,限定,'2020年1月4日',パッションエナジー,パッションアイドルのライフ30%アップ,ライフ回復,7秒毎、中確率でわずかな間、PERFECTでライフ3回復
へれん,［新・世・界］ヘレン＋,ヘレン,クール,非該当,FALSE,ＳＳレア＋,10,90,600,2886,9058,3731,44,FALSE,FALSE,恒常,'2020年8月21日',ワールドレベル,自分のダンスアピール値100%アップ、フェイスオープンしたら全員のダンスアピール値130%アップ,ダメージガード,7秒毎、高確率で少しの間、ライフが減少しなくなる
みむらかなこ,［新春の彩り］三村かな子＋,三村かな子,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,7137,3872,4677,44,TRUE,TRUE,限定,'2018年1月4日',キュートチアー,キュートアイドルのみ編成時、全員のライフ40%アップ,ライフスパークル,9秒毎、高確率で少しの間、ライフ値が多いほどCOMBOボーナスアップ
にったみなみ,［新春神楽］新田美波＋,新田美波,クール,非該当,FALSE,ＳＳレア＋,10,90,600,58,7899,7713,44,TRUE,TRUE,限定,'2022年1月4日',クールデュエット（ステップ＆メイク）,クールアイドルのみ編成時、クール楽曲で全員のダンス＆ビジュアルアピール値100%アップ,ミューチャル,9秒毎、中確率でしばらくの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用
あなすたしあ,［新春旅情］アナスタシア＋,アナスタシア,クール,非該当,FALSE,ＳＳレア＋,10,90,600,7202,4639,3828,44,TRUE,TRUE,限定,'2021年1月4日',クールユニゾン,クールアイドルの全アピール値30%アップ、クール楽曲なら55%アップ,クールアンサンブル,9秒毎、高確率で少しの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ
もりくぼのの,［森のものがたり］森久保乃々＋,森久保乃々,クール,非該当,FALSE,ＳＳレア＋,10,90,600,6248,4707,4966,44,TRUE,TRUE,恒常,'2016年11月22日',クールブリリアンス,クールアイドルの全アピール値40%アップ,SCOREボーナス,9秒毎、中確率でしばらくの間、PERFECT/GREATのスコア17%アップ
さくままゆ,［深紅に包まれて］佐久間まゆ＋,佐久間まゆ,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,4647,7224,3794,44,TRUE,TRUE,限定,'2022年11月4日',キュートユニゾン,キュートアイドルの全アピール値30%アップ、キュート楽曲なら55%アップ,キュートアンサンブル,11秒毎、高確率でしばらくの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ
こばやかわさえ,［深紅の心化粧］小早川紗枝＋,小早川紗枝,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,7211,3831,4622,44,TRUE,TRUE,限定,'2020年11月4日',キュートボイス,キュートアイドルのボーカルアピール値90%アップ,オーバーロード,4秒毎、高確率でライフを6消費し、一瞬の間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続
たかがきかえで,［深淵なる月影］高垣楓＋,高垣楓,クール,非該当,FALSE,ＳＳレア＋,10,90,600,616,8,14,44,TRUE,TRUE,ノワール限定,'2021年1月15日',シンデレラブレス,ゲストを含むユニット編成アイドル全員のセンター効果を発揮し、最も高い効果を適用,シンデレラマジック,12秒毎、中確率でしばらくの間、ユニット編成アイドル全員の特技効果を発動し、最も高い効果を適用
さとうしん,［真夏の☆はぁとミーツハート］佐藤心＋,佐藤心,パッション,非該当,FALSE,ＳＳレア＋,10,90,600,4659,7176,3856,44,TRUE,TRUE,限定,'2024年8月5日',パッションプリンセス,パッションアイドルのみ編成時、全員の全アピール値50%アップ,オルタネイト,6秒毎、中確率でわずかな間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用
わきやまたまみ,［真剣・一閃］脇山珠美＋,脇山珠美,クール,非該当,FALSE,ＳＳレア＋,10,90,600,3908,7095,4700,44,TRUE,TRUE,恒常,'2017年7月10日',クールステップ,クールアイドルのダンスアピール値90%アップ,コンセントレーション,11秒毎、高確率でしばらくの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる
くろさきちとせ,［水底のアウィス］黒埼ちとせ＋,黒埼ちとせ,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,7903,7709,59,44,TRUE,TRUE,限定,'2023年8月4日',キュートデュエット（ボイス＆ステップ）,キュートアイドルのみ編成時、キュート楽曲で全員のボーカル＆ダンスアピール値100%アップ,ミューチャル,13秒毎、高確率でかなりの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用
かみじょうはるな,［澄みきった世界］上条春菜＋,上条春菜,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4654,3869,7026,44,TRUE,TRUE,恒常,'2016年8月18日',クールメイク,クールアイドルのビジュアルアピール値90%アップ,SCOREボーナス,6秒毎、中確率でわずかな間、PERFECT/GREATのスコア17%アップ
しらゆきちよ,［世界に差す彩］白雪千夜＋,白雪千夜,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,7708,59,7904,44,TRUE,TRUE,限定,'2025年3月5日',キュートデュエット（メイク＆ボイス）,キュートアイドルのみ編成時、キュート楽曲で全員のビジュアル＆ボーカルアピール値100%アップ,ミューチャル,9秒毎、中確率でしばらくの間、スコア20%ダウン、LIVE中に発動した最も高いCOMBOボーナス効果を極大アップして適用
すずみやせいか,［星へのピチカート］涼宮星花＋,涼宮星花,キュート,非該当,FALSE,ＳＳレア＋,10,90,600,4669,3858,7157,44,FALSE,FALSE,恒常,'2019年5月11日',キュートメイク,キュートアイドルのビジュアルアピール値90%アップ,コンセントレーション,7秒毎、高確率でわずかな間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる
たかふじかこ,［星逢う夜に］鷹富士茄子＋,鷹富士茄子,クール,非該当,FALSE,ＳＳレア＋,10,90,600,7182,4655,3837,44,TRUE,TRUE,限定,'2019年7月4日',クールユニゾン,クールアイドルの全アピール値30%アップ、クール楽曲なら55%アップ,クールアンサンブル,7秒毎、高確率でわずかな間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ
もりくぼのの,［星降る森のおとぎ話］森久保乃々＋,森久保乃々,クール,非該当,FALSE,ＳＳレア＋,10,90,600,2766,9282,3655,44,TRUE,TRUE,ブラン限定,'2021年8月30日',シンデレラウィッシュ,LIVEクリア時、中確率でスターピースを獲得,リフレイン,9秒毎、高確率で少しの間、LIVE中に発動した最も高いスコアアップ効果/COMBOボーナス効果を適用
さぎさわふみか,［星祭りの夜］鷺沢文香＋,鷺沢文香,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4663,3846,7171,44,TRUE,TRUE,限定,'2018年7月3日',クールプリンセス,クールアイドルのみ編成時、全員の全アピール値50%アップ,クールフォーカス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ
あなすたしあ,［星巡る物語］アナスタシア＋,アナスタシア,クール,非該当,FALSE,ＳＳレア＋,10,90,600,4564,7287,3707,44,TRUE,TRUE,恒常,'2016年9月23日',クールステップ,クールアイドルのダンスアピール値90%アップ,SCOREボーナス,6秒毎、中確率でわずかな間、PERFECT/GREATのスコア17%アップ
